ubigeo,ano,semana,p_fal,p_vivax,date
160101,2022,51,1,2,2022-12-19
160101,2022,52,0,2,2022-12-26
160102,2009,1,1,2,2009-01-05
160102,2009,2,0,2,2009-01-12
160102,2009,7,2,0,2009-02-16
160102,2009,9,0,1,2009-03-02
160102,2009,10,0,1,2009-03-09
160102,2009,14,2,3,2009-04-06
160102,2009,15,0,4,2009-04-13
160102,2009,17,1,0,2009-04-27
160102,2009,18,0,2,2009-05-04
160102,2009,19,0,6,2009-05-11
160102,2009,20,0,1,2009-05-18
160102,2009,22,0,1,2009-06-01
160102,2009,23,1,14,2009-06-08
160102,2009,27,0,5,2009-07-06
160102,2009,28,0,5,2009-07-13
160102,2009,29,0,3,2009-07-20
160102,2009,30,1,6,2009-07-27
160102,2009,31,2,7,2009-08-03
160102,2009,32,0,15,2009-08-10
160102,2009,33,1,19,2009-08-17
160102,2009,34,2,8,2009-08-24
160102,2009,35,2,13,2009-08-31
160102,2009,36,1,21,2009-09-07
160102,2009,37,0,13,2009-09-14
160102,2009,38,0,9,2009-09-21
160102,2009,39,0,4,2009-09-28
160102,2009,40,1,12,2009-10-05
160102,2009,41,0,9,2009-10-12
160102,2009,42,0,4,2009-10-19
160102,2009,43,3,7,2009-10-26
160102,2009,44,5,0,2009-11-02
160102,2009,45,5,5,2009-11-09
160102,2009,46,1,8,2009-11-16
160102,2009,47,0,5,2009-11-23
160102,2009,48,0,9,2009-11-30
160102,2009,49,1,8,2009-12-07
160102,2009,50,2,14,2009-12-14
160102,2009,51,1,0,2009-12-21
160102,2009,52,0,9,2009-12-28
160102,2009,53,3,0,2010-01-04
160102,2010,1,4,12,2010-01-04
160102,2010,2,4,9,2010-01-11
160102,2010,3,0,1,2010-01-18
160102,2010,4,3,2,2010-01-25
160102,2010,5,2,3,2010-02-01
160102,2010,6,10,11,2010-02-08
160102,2010,7,44,23,2010-02-15
160102,2010,8,3,0,2010-02-22
160102,2010,9,1,2,2010-03-01
160102,2010,10,0,3,2010-03-08
160102,2010,11,0,2,2010-03-15
160102,2010,13,4,2,2010-03-29
160102,2010,14,3,7,2010-04-05
160102,2010,15,4,7,2010-04-12
160102,2010,16,0,2,2010-04-19
160102,2010,17,0,2,2010-04-26
160102,2010,18,0,2,2010-05-03
160102,2010,19,1,0,2010-05-10
160102,2010,20,1,6,2010-05-17
160102,2010,21,4,3,2010-05-24
160102,2010,22,1,3,2010-05-31
160102,2010,23,2,4,2010-06-07
160102,2010,24,1,1,2010-06-14
160102,2010,25,3,3,2010-06-21
160102,2010,26,0,2,2010-06-28
160102,2010,27,7,2,2010-07-05
160102,2010,28,3,7,2010-07-12
160102,2010,29,4,9,2010-07-19
160102,2010,30,2,4,2010-07-26
160102,2010,31,0,6,2010-08-02
160102,2010,32,0,9,2010-08-09
160102,2010,33,0,7,2010-08-16
160102,2010,34,0,8,2010-08-23
160102,2010,35,2,2,2010-08-30
160102,2010,36,3,3,2010-09-06
160102,2010,37,6,9,2010-09-13
160102,2010,38,0,3,2010-09-20
160102,2010,39,0,5,2010-09-27
160102,2010,40,1,5,2010-10-04
160102,2010,41,4,9,2010-10-11
160102,2010,42,5,4,2010-10-18
160102,2010,43,5,1,2010-10-25
160102,2010,44,9,9,2010-11-01
160102,2010,45,6,8,2010-11-08
160102,2010,46,1,2,2010-11-15
160102,2010,47,4,6,2010-11-22
160102,2010,48,12,2,2010-11-29
160102,2010,49,9,12,2010-12-06
160102,2010,50,22,18,2010-12-13
160102,2010,51,10,4,2010-12-20
160102,2010,52,3,7,2010-12-27
160102,2011,1,13,22,2011-01-03
160102,2011,2,31,18,2011-01-10
160102,2011,3,20,14,2011-01-17
160102,2011,4,11,10,2011-01-24
160102,2011,5,15,19,2011-01-31
160102,2011,6,7,6,2011-02-07
160102,2011,7,6,10,2011-02-14
160102,2011,8,11,2,2011-02-21
160102,2011,9,7,12,2011-02-28
160102,2011,10,6,7,2011-03-07
160102,2011,11,2,4,2011-03-14
160102,2011,12,1,8,2011-03-21
160102,2011,13,1,13,2011-03-28
160102,2011,14,2,14,2011-04-04
160102,2011,15,0,10,2011-04-11
160102,2011,16,1,5,2011-04-18
160102,2011,17,1,10,2011-04-25
160102,2011,18,10,9,2011-05-02
160102,2011,19,10,7,2011-05-09
160102,2011,20,1,9,2011-05-16
160102,2011,21,2,2,2011-05-23
160102,2011,22,4,2,2011-05-30
160102,2011,23,0,7,2011-06-06
160102,2011,24,8,10,2011-06-13
160102,2011,25,9,7,2011-06-20
160102,2011,26,6,7,2011-06-27
160102,2011,27,3,15,2011-07-04
160102,2011,28,3,24,2011-07-11
160102,2011,29,4,3,2011-07-18
160102,2011,30,5,3,2011-07-25
160102,2011,31,6,8,2011-08-01
160102,2011,32,6,17,2011-08-08
160102,2011,33,14,18,2011-08-15
160102,2011,34,9,3,2011-08-22
160102,2011,35,5,2,2011-08-29
160102,2011,36,9,14,2011-09-05
160102,2011,37,10,15,2011-09-12
160102,2011,38,11,10,2011-09-19
160102,2011,39,5,9,2011-09-26
160102,2011,40,4,18,2011-10-03
160102,2011,41,0,6,2011-10-10
160102,2011,42,1,6,2011-10-17
160102,2011,43,1,6,2011-10-24
160102,2011,44,2,17,2011-10-31
160102,2011,45,2,11,2011-11-07
160102,2011,46,1,9,2011-11-14
160102,2011,47,6,10,2011-11-21
160102,2011,48,7,8,2011-11-28
160102,2011,49,13,33,2011-12-05
160102,2011,50,3,15,2011-12-12
160102,2011,51,1,5,2011-12-19
160102,2011,52,5,5,2011-12-26
160102,2012,1,24,20,2012-01-02
160102,2012,2,15,22,2012-01-09
160102,2012,3,6,11,2012-01-16
160102,2012,4,16,12,2012-01-23
160102,2012,5,15,31,2012-01-30
160102,2012,6,21,15,2012-02-06
160102,2012,7,9,7,2012-02-13
160102,2012,8,14,7,2012-02-20
160102,2012,9,6,13,2012-02-27
160102,2012,10,16,32,2012-03-05
160102,2012,11,17,17,2012-03-12
160102,2012,12,1,2,2012-03-19
160102,2012,13,12,26,2012-03-26
160102,2012,14,1,25,2012-04-02
160102,2012,15,5,5,2012-04-09
160102,2012,16,1,4,2012-04-16
160102,2012,17,1,15,2012-04-23
160102,2012,18,3,16,2012-04-30
160102,2012,19,5,19,2012-05-07
160102,2012,20,7,26,2012-05-14
160102,2012,21,3,11,2012-05-21
160102,2012,22,10,16,2012-05-28
160102,2012,23,5,19,2012-06-04
160102,2012,24,4,25,2012-06-11
160102,2012,25,3,19,2012-06-18
160102,2012,26,5,21,2012-06-25
160102,2012,27,56,45,2012-07-02
160102,2012,28,15,44,2012-07-09
160102,2012,29,15,26,2012-07-16
160102,2012,30,15,13,2012-07-23
160102,2012,31,6,21,2012-07-30
160102,2012,32,23,42,2012-08-06
160102,2012,33,6,12,2012-08-13
160102,2012,34,6,13,2012-08-20
160102,2012,35,6,27,2012-08-27
160102,2012,36,3,15,2012-09-03
160102,2012,37,10,37,2012-09-10
160102,2012,38,8,16,2012-09-17
160102,2012,39,15,40,2012-09-24
160102,2012,40,10,19,2012-10-01
160102,2012,41,11,18,2012-10-08
160102,2012,42,10,34,2012-10-15
160102,2012,43,18,21,2012-10-22
160102,2012,44,4,11,2012-10-29
160102,2012,45,38,35,2012-11-05
160102,2012,46,38,23,2012-11-12
160102,2012,47,18,28,2012-11-19
160102,2012,48,23,30,2012-11-26
160102,2012,49,27,41,2012-12-03
160102,2012,50,15,23,2012-12-10
160102,2012,51,46,35,2012-12-17
160102,2012,52,3,7,2012-12-24
160102,2013,1,6,7,2013-01-07
160102,2013,2,31,26,2013-01-14
160102,2013,3,17,15,2013-01-21
160102,2013,4,7,17,2013-01-28
160102,2013,5,10,23,2013-02-04
160102,2013,6,3,21,2013-02-11
160102,2013,7,4,16,2013-02-18
160102,2013,8,15,26,2013-02-25
160102,2013,9,7,10,2013-03-04
160102,2013,10,13,18,2013-03-11
160102,2013,11,10,16,2013-03-18
160102,2013,12,7,32,2013-03-25
160102,2013,13,1,14,2013-04-01
160102,2013,14,8,14,2013-04-08
160102,2013,15,10,21,2013-04-15
160102,2013,16,19,28,2013-04-22
160102,2013,17,16,28,2013-04-29
160102,2013,18,9,20,2013-05-06
160102,2013,19,9,14,2013-05-13
160102,2013,20,7,40,2013-05-20
160102,2013,21,16,22,2013-05-27
160102,2013,22,9,16,2013-06-03
160102,2013,23,11,52,2013-06-10
160102,2013,24,15,26,2013-06-17
160102,2013,25,7,23,2013-06-24
160102,2013,26,0,27,2013-07-01
160102,2013,27,6,31,2013-07-08
160102,2013,28,5,37,2013-07-15
160102,2013,29,8,50,2013-07-22
160102,2013,30,7,21,2013-07-29
160102,2013,31,9,45,2013-08-05
160102,2013,32,4,23,2013-08-12
160102,2013,33,3,40,2013-08-19
160102,2013,34,4,18,2013-08-26
160102,2013,35,9,19,2013-09-02
160102,2013,36,7,19,2013-09-09
160102,2013,37,6,19,2013-09-16
160102,2013,38,3,15,2013-09-23
160102,2013,39,4,8,2013-09-30
160102,2013,40,12,28,2013-10-07
160102,2013,41,5,13,2013-10-14
160102,2013,42,4,11,2013-10-21
160102,2013,43,13,27,2013-10-28
160102,2013,44,17,40,2013-11-04
160102,2013,45,7,30,2013-11-11
160102,2013,46,21,30,2013-11-18
160102,2013,47,10,6,2013-11-25
160102,2013,48,6,9,2013-12-02
160102,2013,49,6,16,2013-12-09
160102,2013,50,9,29,2013-12-16
160102,2013,51,7,11,2013-12-23
160102,2013,52,2,9,2013-12-30
160102,2014,1,10,20,2014-01-06
160102,2014,2,7,18,2014-01-13
160102,2014,3,11,15,2014-01-20
160102,2014,4,14,20,2014-01-27
160102,2014,5,4,13,2014-02-03
160102,2014,6,3,3,2014-02-10
160102,2014,7,2,8,2014-02-17
160102,2014,8,4,16,2014-02-24
160102,2014,9,3,15,2014-03-03
160102,2014,10,3,16,2014-03-10
160102,2014,11,11,27,2014-03-17
160102,2014,12,5,20,2014-03-24
160102,2014,13,4,9,2014-03-31
160102,2014,14,1,16,2014-04-07
160102,2014,15,5,27,2014-04-14
160102,2014,16,6,45,2014-04-21
160102,2014,17,20,53,2014-04-28
160102,2014,18,3,17,2014-05-05
160102,2014,19,5,19,2014-05-12
160102,2014,20,0,34,2014-05-19
160102,2014,21,9,43,2014-05-26
160102,2014,22,5,27,2014-06-02
160102,2014,23,9,48,2014-06-09
160102,2014,24,17,52,2014-06-16
160102,2014,25,14,113,2014-06-23
160102,2014,26,4,34,2014-06-30
160102,2014,27,14,54,2014-07-07
160102,2014,28,7,55,2014-07-14
160102,2014,29,18,81,2014-07-21
160102,2014,30,8,29,2014-07-28
160102,2014,31,10,44,2014-08-04
160102,2014,32,12,33,2014-08-11
160102,2014,33,10,35,2014-08-18
160102,2014,34,11,57,2014-08-25
160102,2014,35,9,30,2014-09-01
160102,2014,36,6,51,2014-09-08
160102,2014,37,8,58,2014-09-15
160102,2014,38,11,43,2014-09-22
160102,2014,39,9,51,2014-09-29
160102,2014,40,22,60,2014-10-06
160102,2014,41,16,49,2014-10-13
160102,2014,42,9,58,2014-10-20
160102,2014,43,9,38,2014-10-27
160102,2014,44,12,33,2014-11-03
160102,2014,45,15,39,2014-11-10
160102,2014,46,18,47,2014-11-17
160102,2014,47,13,52,2014-11-24
160102,2014,48,9,38,2014-12-01
160102,2014,49,18,35,2014-12-08
160102,2014,50,14,39,2014-12-15
160102,2014,51,8,26,2014-12-22
160102,2014,52,9,21,2014-12-29
160102,2014,53,5,14,2015-01-05
160102,2015,1,4,26,2015-01-05
160102,2015,2,2,22,2015-01-12
160102,2015,3,5,24,2015-01-19
160102,2015,4,13,21,2015-01-26
160102,2015,5,4,30,2015-02-02
160102,2015,6,7,28,2015-02-09
160102,2015,7,8,25,2015-02-16
160102,2015,8,4,19,2015-02-23
160102,2015,9,7,29,2015-03-02
160102,2015,10,5,28,2015-03-09
160102,2015,11,2,25,2015-03-16
160102,2015,12,2,25,2015-03-23
160102,2015,13,0,19,2015-03-30
160102,2015,14,10,42,2015-04-06
160102,2015,15,5,30,2015-04-13
160102,2015,16,6,36,2015-04-20
160102,2015,17,6,13,2015-04-27
160102,2015,18,2,17,2015-05-04
160102,2015,19,1,31,2015-05-11
160102,2015,20,8,38,2015-05-18
160102,2015,21,0,16,2015-05-25
160102,2015,22,3,15,2015-06-01
160102,2015,23,5,19,2015-06-08
160102,2015,24,2,26,2015-06-15
160102,2015,25,3,28,2015-06-22
160102,2015,26,9,38,2015-06-29
160102,2015,27,8,24,2015-07-06
160102,2015,28,6,26,2015-07-13
160102,2015,29,5,34,2015-07-20
160102,2015,30,9,23,2015-07-27
160102,2015,31,14,28,2015-08-03
160102,2015,32,6,43,2015-08-10
160102,2015,33,8,33,2015-08-17
160102,2015,34,13,50,2015-08-24
160102,2015,35,1,64,2015-08-31
160102,2015,36,9,43,2015-09-07
160102,2015,37,9,59,2015-09-14
160102,2015,38,6,63,2015-09-21
160102,2015,39,9,57,2015-09-28
160102,2015,40,16,81,2015-10-05
160102,2015,41,22,52,2015-10-12
160102,2015,42,22,68,2015-10-19
160102,2015,43,18,64,2015-10-26
160102,2015,44,26,57,2015-11-02
160102,2015,45,19,54,2015-11-09
160102,2015,46,23,69,2015-11-16
160102,2015,47,8,48,2015-11-23
160102,2015,48,17,51,2015-11-30
160102,2015,49,21,52,2015-12-07
160102,2015,50,24,44,2015-12-14
160102,2015,51,6,9,2015-12-21
160102,2015,52,11,37,2015-12-28
160102,2016,1,9,16,2016-01-04
160102,2016,2,10,23,2016-01-11
160102,2016,3,10,32,2016-01-18
160102,2016,4,10,26,2016-01-25
160102,2016,5,9,15,2016-02-01
160102,2016,6,10,22,2016-02-08
160102,2016,7,12,33,2016-02-15
160102,2016,8,3,18,2016-02-22
160102,2016,9,5,17,2016-02-29
160102,2016,10,10,34,2016-03-07
160102,2016,11,4,30,2016-03-14
160102,2016,12,7,29,2016-03-21
160102,2016,13,4,30,2016-03-28
160102,2016,14,5,20,2016-04-04
160102,2016,15,9,29,2016-04-11
160102,2016,16,9,27,2016-04-18
160102,2016,17,3,23,2016-04-25
160102,2016,18,16,48,2016-05-02
160102,2016,19,7,38,2016-05-09
160102,2016,20,7,22,2016-05-16
160102,2016,21,7,22,2016-05-23
160102,2016,22,7,26,2016-05-30
160102,2016,23,8,22,2016-06-06
160102,2016,24,13,36,2016-06-13
160102,2016,25,16,11,2016-06-20
160102,2016,26,19,21,2016-06-27
160102,2016,27,6,27,2016-07-04
160102,2016,28,12,17,2016-07-11
160102,2016,29,2,16,2016-07-18
160102,2016,30,5,16,2016-07-25
160102,2016,31,15,15,2016-08-01
160102,2016,32,4,23,2016-08-08
160102,2016,33,3,29,2016-08-15
160102,2016,34,8,32,2016-08-22
160102,2016,35,3,16,2016-08-29
160102,2016,36,2,30,2016-09-05
160102,2016,37,6,23,2016-09-12
160102,2016,38,1,18,2016-09-19
160102,2016,39,0,22,2016-09-26
160102,2016,40,0,15,2016-10-03
160102,2016,41,1,10,2016-10-10
160102,2016,42,2,20,2016-10-17
160102,2016,43,2,27,2016-10-24
160102,2016,44,0,17,2016-10-31
160102,2016,45,3,34,2016-11-07
160102,2016,46,2,18,2016-11-14
160102,2016,47,2,24,2016-11-21
160102,2016,48,1,17,2016-11-28
160102,2016,49,7,36,2016-12-05
160102,2016,50,12,28,2016-12-12
160102,2016,51,8,15,2016-12-19
160102,2016,52,3,17,2016-12-26
160102,2017,1,9,34,2017-01-02
160102,2017,2,9,20,2017-01-09
160102,2017,3,4,19,2017-01-16
160102,2017,4,6,12,2017-01-23
160102,2017,5,2,12,2017-01-30
160102,2017,6,5,12,2017-02-06
160102,2017,7,4,10,2017-02-13
160102,2017,8,3,13,2017-02-20
160102,2017,9,1,21,2017-02-27
160102,2017,10,2,13,2017-03-06
160102,2017,11,0,13,2017-03-13
160102,2017,12,3,16,2017-03-20
160102,2017,13,5,8,2017-03-27
160102,2017,14,6,26,2017-04-03
160102,2017,15,3,22,2017-04-10
160102,2017,16,4,19,2017-04-17
160102,2017,17,6,15,2017-04-24
160102,2017,18,7,27,2017-05-01
160102,2017,19,5,24,2017-05-08
160102,2017,20,5,32,2017-05-15
160102,2017,21,11,19,2017-05-22
160102,2017,22,24,39,2017-05-29
160102,2017,23,25,31,2017-06-05
160102,2017,24,9,35,2017-06-12
160102,2017,25,14,30,2017-06-19
160102,2017,26,15,51,2017-06-26
160102,2017,27,13,57,2017-07-03
160102,2017,28,16,30,2017-07-10
160102,2017,29,6,16,2017-07-17
160102,2017,30,6,17,2017-07-24
160102,2017,31,3,34,2017-07-31
160102,2017,32,7,43,2017-08-07
160102,2017,33,10,39,2017-08-14
160102,2017,34,11,31,2017-08-21
160102,2017,35,11,34,2017-08-28
160102,2017,36,15,38,2017-09-04
160102,2017,37,11,42,2017-09-11
160102,2017,38,10,56,2017-09-18
160102,2017,39,5,26,2017-09-25
160102,2017,40,7,36,2017-10-02
160102,2017,41,15,65,2017-10-09
160102,2017,42,12,62,2017-10-16
160102,2017,43,13,48,2017-10-23
160102,2017,44,10,45,2017-10-30
160102,2017,45,13,59,2017-11-06
160102,2017,46,15,48,2017-11-13
160102,2017,47,20,40,2017-11-20
160102,2017,48,15,66,2017-11-27
160102,2017,49,8,32,2017-12-04
160102,2017,50,12,54,2017-12-11
160102,2017,51,14,54,2017-12-18
160102,2017,52,35,54,2017-12-25
160102,2018,1,26,48,2018-01-01
160102,2018,2,12,47,2018-01-08
160102,2018,3,21,24,2018-01-15
160102,2018,4,9,30,2018-01-22
160102,2018,5,6,32,2018-01-29
160102,2018,6,6,35,2018-02-05
160102,2018,7,4,29,2018-02-12
160102,2018,8,2,37,2018-02-19
160102,2018,9,9,25,2018-02-26
160102,2018,10,17,42,2018-03-05
160102,2018,11,23,51,2018-03-12
160102,2018,12,19,35,2018-03-19
160102,2018,13,5,28,2018-03-26
160102,2018,14,16,38,2018-04-02
160102,2018,15,12,26,2018-04-09
160102,2018,16,20,31,2018-04-16
160102,2018,17,10,41,2018-04-23
160102,2018,18,6,32,2018-04-30
160102,2018,19,8,31,2018-05-07
160102,2018,20,2,37,2018-05-14
160102,2018,21,4,31,2018-05-21
160102,2018,22,7,25,2018-05-28
160102,2018,23,3,32,2018-06-04
160102,2018,24,8,29,2018-06-11
160102,2018,25,18,24,2018-06-18
160102,2018,26,8,18,2018-06-25
160102,2018,27,3,18,2018-07-02
160102,2018,28,15,46,2018-07-09
160102,2018,29,25,72,2018-07-16
160102,2018,30,13,24,2018-07-23
160102,2018,31,4,26,2018-07-30
160102,2018,32,10,26,2018-08-06
160102,2018,33,16,30,2018-08-13
160102,2018,34,10,23,2018-08-20
160102,2018,35,13,31,2018-08-27
160102,2018,36,12,27,2018-09-03
160102,2018,37,1,35,2018-09-10
160102,2018,38,10,13,2018-09-17
160102,2018,39,4,19,2018-09-24
160102,2018,40,2,14,2018-10-01
160102,2018,41,7,21,2018-10-08
160102,2018,42,3,30,2018-10-15
160102,2018,43,2,20,2018-10-22
160102,2018,44,1,10,2018-10-29
160102,2018,45,3,23,2018-11-05
160102,2018,46,6,15,2018-11-12
160102,2018,47,11,37,2018-11-19
160102,2018,48,6,15,2018-11-26
160102,2018,49,4,12,2018-12-03
160102,2018,50,9,28,2018-12-10
160102,2018,51,8,6,2018-12-17
160102,2018,52,9,16,2018-12-24
160102,2019,1,2,11,2019-01-07
160102,2019,2,1,14,2019-01-14
160102,2019,3,8,14,2019-01-21
160102,2019,4,4,8,2019-01-28
160102,2019,5,6,14,2019-02-04
160102,2019,6,8,8,2019-02-11
160102,2019,7,1,11,2019-02-18
160102,2019,8,1,12,2019-02-25
160102,2019,9,0,6,2019-03-04
160102,2019,10,4,14,2019-03-11
160102,2019,11,0,16,2019-03-18
160102,2019,12,1,5,2019-03-25
160102,2019,13,2,6,2019-04-01
160102,2019,14,8,9,2019-04-08
160102,2019,15,3,6,2019-04-15
160102,2019,16,1,6,2019-04-22
160102,2019,17,0,19,2019-04-29
160102,2019,18,0,11,2019-05-06
160102,2019,19,1,7,2019-05-13
160102,2019,20,1,7,2019-05-20
160102,2019,21,9,14,2019-05-27
160102,2019,22,5,14,2019-06-03
160102,2019,23,1,15,2019-06-10
160102,2019,24,1,10,2019-06-17
160102,2019,25,6,24,2019-06-24
160102,2019,26,9,13,2019-07-01
160102,2019,27,3,12,2019-07-08
160102,2019,28,1,9,2019-07-15
160102,2019,29,7,22,2019-07-22
160102,2019,30,2,12,2019-07-29
160102,2019,31,2,8,2019-08-05
160102,2019,32,2,4,2019-08-12
160102,2019,33,7,8,2019-08-19
160102,2019,34,5,12,2019-08-26
160102,2019,35,2,4,2019-09-02
160102,2019,36,0,7,2019-09-09
160102,2019,37,1,10,2019-09-16
160102,2019,38,2,13,2019-09-23
160102,2019,39,1,8,2019-09-30
160102,2019,40,4,6,2019-10-07
160102,2019,41,5,11,2019-10-14
160102,2019,42,0,20,2019-10-21
160102,2019,43,1,14,2019-10-28
160102,2019,44,5,9,2019-11-04
160102,2019,45,3,22,2019-11-11
160102,2019,46,0,18,2019-11-18
160102,2019,47,2,13,2019-11-25
160102,2019,48,1,8,2019-12-02
160102,2019,49,4,11,2019-12-09
160102,2019,50,2,9,2019-12-16
160102,2019,51,0,7,2019-12-23
160102,2019,52,2,9,2019-12-30
160102,2020,1,0,5,2020-01-06
160102,2020,2,0,4,2020-01-13
160102,2020,3,2,19,2020-01-20
160102,2020,4,0,6,2020-01-27
160102,2020,5,1,2,2020-02-03
160102,2020,6,1,2,2020-02-10
160102,2020,7,0,2,2020-02-17
160102,2020,8,0,6,2020-02-24
160102,2020,9,1,4,2020-03-02
160102,2020,10,0,3,2020-03-09
160102,2020,12,0,4,2020-03-23
160102,2020,13,0,3,2020-03-30
160102,2020,14,0,5,2020-04-06
160102,2020,15,0,4,2020-04-13
160102,2020,16,0,4,2020-04-20
160102,2020,17,0,5,2020-04-27
160102,2020,21,0,1,2020-05-25
160102,2020,22,0,2,2020-06-01
160102,2020,23,0,1,2020-06-08
160102,2020,24,0,2,2020-06-15
160102,2020,25,0,1,2020-06-22
160102,2020,26,0,5,2020-06-29
160102,2020,27,0,3,2020-07-06
160102,2020,31,0,3,2020-08-03
160102,2020,32,0,4,2020-08-10
160102,2020,33,0,3,2020-08-17
160102,2020,34,0,3,2020-08-24
160102,2020,35,2,6,2020-08-31
160102,2020,37,0,3,2020-09-14
160102,2020,38,2,3,2020-09-21
160102,2020,39,0,1,2020-09-28
160102,2020,40,0,3,2020-10-05
160102,2020,41,0,9,2020-10-12
160102,2020,42,1,4,2020-10-19
160102,2020,43,0,9,2020-10-26
160102,2020,44,0,4,2020-11-02
160102,2020,45,0,7,2020-11-09
160102,2020,46,0,14,2020-11-16
160102,2020,47,2,9,2020-11-23
160102,2020,48,0,11,2020-11-30
160102,2020,49,0,6,2020-12-07
160102,2020,50,0,27,2020-12-14
160102,2020,51,0,24,2020-12-21
160102,2020,52,0,8,2020-12-28
160102,2020,53,0,8,2021-01-04
160102,2021,2,0,4,2021-01-11
160102,2021,3,0,1,2021-01-18
160102,2021,4,0,5,2021-01-25
160102,2021,5,0,3,2021-02-01
160102,2021,6,1,2,2021-02-08
160102,2021,7,0,2,2021-02-15
160102,2021,9,0,6,2021-03-01
160102,2021,10,1,1,2021-03-08
160102,2021,11,1,0,2021-03-15
160102,2021,12,0,4,2021-03-22
160102,2021,13,0,2,2021-03-29
160102,2021,14,0,1,2021-04-05
160102,2021,15,0,2,2021-04-12
160102,2021,16,0,2,2021-04-19
160102,2021,18,0,1,2021-05-03
160102,2021,19,0,5,2021-05-10
160102,2021,20,0,4,2021-05-17
160102,2021,21,0,17,2021-05-24
160102,2021,22,0,2,2021-05-31
160102,2021,23,0,5,2021-06-07
160102,2021,24,0,1,2021-06-14
160102,2021,25,0,2,2021-06-21
160102,2021,27,0,2,2021-07-05
160102,2021,28,0,3,2021-07-12
160102,2021,29,1,3,2021-07-19
160102,2021,30,0,1,2021-07-26
160102,2021,31,0,1,2021-08-02
160102,2021,32,0,1,2021-08-09
160102,2021,33,0,6,2021-08-16
160102,2021,34,0,2,2021-08-23
160102,2021,35,0,5,2021-08-30
160102,2021,36,0,1,2021-09-06
160102,2021,37,0,9,2021-09-13
160102,2021,38,1,5,2021-09-20
160102,2021,39,0,6,2021-09-27
160102,2021,40,0,11,2021-10-04
160102,2021,41,0,15,2021-10-11
160102,2021,42,0,6,2021-10-18
160102,2021,43,0,9,2021-10-25
160102,2021,44,0,24,2021-11-01
160102,2021,45,1,20,2021-11-08
160102,2021,46,1,28,2021-11-15
160102,2021,47,1,31,2021-11-22
160102,2021,48,0,18,2021-11-29
160102,2021,49,0,36,2021-12-06
160102,2021,50,0,25,2021-12-13
160102,2021,51,0,24,2021-12-20
160102,2021,52,0,11,2021-12-27
160102,2022,1,0,15,2022-01-03
160102,2022,2,0,8,2022-01-10
160102,2022,3,0,8,2022-01-17
160102,2022,4,0,2,2022-01-24
160102,2022,5,0,7,2022-01-31
160102,2022,6,0,7,2022-02-07
160102,2022,7,0,16,2022-02-14
160102,2022,8,1,14,2022-02-21
160102,2022,9,0,13,2022-02-28
160102,2022,10,0,13,2022-03-07
160102,2022,11,0,11,2022-03-14
160102,2022,12,0,18,2022-03-21
160102,2022,13,0,18,2022-03-28
160102,2022,14,0,13,2022-04-04
160102,2022,15,0,19,2022-04-11
160102,2022,16,0,9,2022-04-18
160102,2022,17,0,13,2022-04-25
160102,2022,18,0,8,2022-05-02
160102,2022,19,0,16,2022-05-09
160102,2022,20,0,5,2022-05-16
160102,2022,21,0,17,2022-05-23
160102,2022,22,0,9,2022-05-30
160102,2022,23,0,9,2022-06-06
160102,2022,24,0,9,2022-06-13
160102,2022,25,0,12,2022-06-20
160102,2022,26,0,7,2022-06-27
160102,2022,27,0,7,2022-07-04
160102,2022,28,0,23,2022-07-11
160102,2022,29,0,12,2022-07-18
160102,2022,30,0,7,2022-07-25
160102,2022,31,0,6,2022-08-01
160102,2022,32,0,12,2022-08-08
160102,2022,33,0,3,2022-08-15
160102,2022,34,0,11,2022-08-22
160102,2022,35,0,4,2022-08-29
160102,2022,36,0,2,2022-09-05
160102,2022,37,0,7,2022-09-12
160102,2022,38,0,6,2022-09-19
160102,2022,39,0,7,2022-09-26
160102,2022,40,0,5,2022-10-03
160102,2022,41,0,4,2022-10-10
160102,2022,42,0,4,2022-10-17
160102,2022,43,0,4,2022-10-24
160102,2022,44,0,7,2022-10-31
160102,2022,45,0,13,2022-11-07
160102,2022,46,0,12,2022-11-14
160102,2022,47,0,3,2022-11-21
160102,2022,48,0,4,2022-11-28
160102,2022,49,0,7,2022-12-05
160102,2022,50,0,5,2022-12-12
160102,2022,52,0,2,2022-12-26
160103,2009,1,0,6,2009-01-05
160103,2009,2,0,3,2009-01-12
160103,2009,3,0,1,2009-01-19
160103,2009,4,0,3,2009-01-26
160103,2009,5,0,5,2009-02-02
160103,2009,6,0,1,2009-02-09
160103,2009,7,0,3,2009-02-16
160103,2009,8,0,3,2009-02-23
160103,2009,9,0,1,2009-03-02
160103,2009,10,0,1,2009-03-09
160103,2009,11,0,1,2009-03-16
160103,2009,12,1,3,2009-03-23
160103,2009,13,0,2,2009-03-30
160103,2009,14,0,2,2009-04-06
160103,2009,15,0,1,2009-04-13
160103,2009,16,0,3,2009-04-20
160103,2009,17,0,5,2009-04-27
160103,2009,18,0,1,2009-05-04
160103,2009,19,0,13,2009-05-11
160103,2009,20,0,3,2009-05-18
160103,2009,21,0,5,2009-05-25
160103,2009,22,0,6,2009-06-01
160103,2009,23,1,8,2009-06-08
160103,2009,24,0,14,2009-06-15
160103,2009,25,0,12,2009-06-22
160103,2009,26,0,43,2009-06-29
160103,2009,27,2,27,2009-07-06
160103,2009,28,0,22,2009-07-13
160103,2009,29,0,3,2009-07-20
